company_name,request_url,request_company_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
RISE ACCELERATOR,https://e27.co/startup/rise-accel,riseaccel.com,Thailand,Agency & Consulting,January 2016,,1,"https://www.facebook.com/RISEAccelerator/,https://www.linkedin.com/company-beta/13277383/",,,RISE is Regional Corporate Innovation Accelerator. Our vision is to become #1 Corporate Innovation and Startup Accelerator in Southeast Asia and our mission is to drive 1% of GDP for Thailand and SEA.,"RISE is Regional Corporate Innovation Accelerator based out of Thailand. Our vision is to become #1 Corporate Innovation and Startup Accelerator in SE and our mission is to drive 1% of GDP for Thailand and Southeast Asia through our unique Corporate Innovation Platform - RISE Accelerator, RISE Academy and, RISE Venture."
InReceipts Solutions,https://e27.co/startup/inreceipt,inreceipts.com,India,"Advertising,Enterprise Solution,Finance,Big Data,Internet of Things,Mobile,Retail",July 2015,,1,"http://www.twitter.com/inreceipts,https://www.facebook.com/inreceipts/,https://www.linkedin.com/company/inreceipts-com",,,"We are transforming the “Point of Sale” cash counter into an automated “Point of Experience”  with an automated Customer engagement engine with Digital bills, Payments and Loyalty.","InReceipts is pivoted around capturing offline transaction data in real time (POS data), where every transaction / purchase happening at the stores will not only create a Mobile footprint but also in turn will lead to a cascading effect of turning customers into networks of consumers with common B2C customer App."
Zenfluence,https://e27.co/startup/zenfluence,zenfluence.co,Singapore,Advertising,,,1,,,,Zenfluence is a influencer marketing platform helping micro-influencers to get access to local brand collaborations.,
Big Domain Sdn Bhd,https://e27.co/startup/bigdomai,bigdomain.my,Malaysia,"Platform,Software as a Service",November 2017,,1,"http://www.twitter.com/bigdomainmy,https://facebook.com/bigdomain,https://www.linkedin.com/company/bigdomain/",,,BigDomain.MY aimed to be Asia's Largest Marketplace in Online Solutions  featuring latest solutions for B2B and B2C in Cloud,
Travelindex,https://e27.co/startup/travelindex,travelindex.com,Hong Kong,"Consumer,Media,Travel,Information & Communications Technology",January 2006,,0,"http://www.twitter.com/travelindex,http://www.facebook.com/travelindex,https://www.linkedin.com/company/travelindex-network",,,"Travelindex is building the most comprehensive travel and tourism database with human-edited,up to date and validated information accessible via the Internet and other electronic distribution channels","Travelindex is building the most comprehensive travel and tourism database with human-edited, up to date and validated information accessible via the Internet and other electronic distribution channels."
Easy Shopping BD,https://e27.co/startup/easy-shopping-bd,easyshoppingbd.com,Bangladesh,"E-commerce,Information & Communications Technology",November 2014,,1,"http://www.twitter.com/easyshopping_bd,http://facebook.com/easyshopping.bd,https://www.linkedin.com/company/easy-shopping-bd",,,"Easy Shopping BD is one of the leading E-Commerce business in Bangladesh.It begun its journey roughly 2 year ago,with an aim to provide augmented fashion solution for men through improved online shop.","Easy Shopping BD is one of the leading E-Commerce businesses in Bangladesh. It begun its journey roughly a year ago, keeping in mind the on growing need of a reliable and dynamic platform for Bangladeshi internet users, to provide an improved and augmented online shopping experience."
BT eStore,https://e27.co/startup/bt-estore,btes.my,Malaysia,"E-commerce,Hardware,Retail,Information & Communications Technology",January 2013,,0,https://www.facebook.com/BTeStore,,,"BT eStore is a Malaysia online store which promote laptop, server, desktop and other computer stuffs from most of the popular brand like Lenovo, IBM, HP, DELL, Toshiba, Fujitsu, Samsung, and others.","BT eStore is a Malaysia online store which promote laptop, server, desktop and other computer stuffs from most of the popular brand like Lenovo, IBM, HP, DELL, Toshiba, Fujitsu, Samsung, and others."
Scrollback.io,https://e27.co/startup/scrollback-i,scrollback.io,Singapore,"Mobile,Platform,Software as a Service,Information & Communications Technology",,,0,"http://www.twitter.com/Scrollbackio,https://www.facebook.com/scrollback,https://www.linkedin.com/company/scrollback",,,Scrollback is a web and mobile application for online communities conversations.,"Scrollback is a beautiful, open source text chat service designed for communities."
Hikka Music,https://e27.co/startup/hikka-music,hikkamusic.com,Sri Lanka,,,,1,,,,"Enjoy Unlimited Music ! 1st ever international standard music site in Sri Lanka. Discover, enjoy, and share the music you love.","Enjoy Unlimited Music ! 1st ever international standard music site in Sri Lanka. Discover, enjoy, and share the music you love."
Instant Edge Pte Ltd,https://e27.co/startup/instant-edge-pte-ltd,instant-edge.com,Singapore,"Automotive,Enterprise Solution,Agency & Consulting,Logistics/Supply Chain",September 2016,,1,"http://www.twitter.com/InstantEdgeSol,https://www.facebook.com/InstantEdgeSolutions/,https://www.linkedin.com/company/instant-edge",,,"The Enterprise Transformation Platform: Perfect fusion of Business Process- (BPM), Project Portfolio- (PPM), and Service Management (ITSM).",We are a fast-growing enterprise cloud software startup founded by German ex-SAP managers in Singapore.
belancer.com,https://e27.co/startup/belancer-1,belancer.com,Bangladesh,"Human Resources,Advertising,Information & Communications Technology",May 2015,,0,"http://www.twitter.com/belancers,http://facebook.com/belancers,https://www.linkedin.com/company/belancer",,,"Belancer.com is the first online works freelancing Marketplace and Expert Hub in Bangladesh, any Local or Global Employer can Post Project in any category i.e Web, Mobile & Software Development etc.","Belancer is a Bangladeshi online marketplace where companies and freelance professionals connect and collaborate remotely. Local companies or organizations and people can buy and sell services such as design, online marketing, writing, web & mobile app development & any other online-based service. The payment will be made via local payment gateways."
Yconomus,https://e27.co/startup/yconomu,yconomus.com,Singapore,"Blockchain,Consumer,Information & Communications Technology",,,0,"http://www.twitter.com/Yconomus,https://www.linkedin.com/company/yconomus",,,Yconomus is a young company on the Bitcoin arena with great ambitions for the future of virtual assets trading,Yconomus is a young company on the Bitcoin arena with great ambitions for the future of virtual assets trading. They are proud of the virtual assets exchange that they have developed and are confident that they shall bring the art of virtual assets trading to a new high.
Zerto,https://e27.co/startup/zert,zerto.com,United States of America,,,,1,,,,,
Obor Logistics Group,https://e27.co/startup/obor-logistics-group,oborworld.com,Singapore,,January 2016,,1,"http://www.twitter.com/mtgworld,http://www.facebook.com/OBORWorld,http://www.linkedin.com/in/OBORWORLD",,,Freddy Kuan is the leading logistics network operator for the past 17 years and officially invited by the Chinese government for Logistics Development Program since 2015.,
Tomorrow Group Pte Ltd,https://e27.co/startup/tomorrow-group-pte-ltd,tomorrowgrp.com,Singapore,,,,1,"https://www.facebook.com/tomorrowgroupsg/,https://www.linkedin.com/company/tomorrowgroupsingapore/",,,"At Tomorrowgrp, we are brand builders – experts in big thinking, creative and fresh ideas known as marketing and branding consultant who is top branding and marketing agency.",Looking for Branding Agency in Singapore? We help our clients identify and solve their market needs and challenges as brand consultant in singapore.
Qontak,https://e27.co/startup/qontak,qontak.com,Indonesia,"Enterprise Solution,Big Data,Internet of Things",October 2015,,0,"http://www.twitter.com/QontakID,https://www.facebook.com/qontakdotcom,https://www.linkedin.com/company/qontak-com",,,"Qontak.com is a B2B platform providing business contact information and advanced company profiles through its community to help sales, marketing and research professionals in SE Asia.","Qontak.com is Asia's first lead generation & marketing platform, providing verified business contacts and advanced company details. They empower sales, marketers, and researchers to connect and grow businesses. Their solutions are tech-driven, providing verified, clean, accurate and sorted contacts."
DominasiSERP,https://e27.co/startup/dominasiserp,dominasiserp.com,Indonesia,Advertising,June 2015,,1,,,,Dominasiserp.com help startup company to grow its organic traffic using onpage and offpage optimization.,
acepremier,https://e27.co/startup/acepremier,acepremier.com,Malaysia,"Consumer,Media",,,0,,,,AcePremier.com is a dynamic print & new media company established since 2009 by an experienced management team with extensive experience in the media industry.,"AcePremier.com is a dynamic print & new media company established since 2009 by an experienced management team with extensive experience in the media industry. Besides being a magazine and book publisher, it also offers creative & digital marketing services."
LabelState,https://e27.co/startup/labelstate,labelstate.com,Australia,E-commerce,,,0,http://www.twitter.com/labelstate,,,LabelState.com is an online store and music community that allows bands and musicians to sell their merchandise easily and at no cost.,LabelState.com is an online store and music community that allows bands and musicians to sell their merchandise easily and at no cost.
Nutanix,https://e27.co/startup/nutanix,nutanix.com,Australia,Enterprise Solution,,,0,,,,"Nutanix makes infrastructure invisible, elevating IT to focus on the applications and services that power their business.","Nutanix makes infrastructure invisible, elevating IT to focus on the applications and services that power their business."
PoshVine,https://e27.co/startup/poshvine,poshvine.com,India,"Food & Beverage,Advertising,Travel,Information & Communications Technology",October 2011,,0,"http://www.twitter.com/PoshVine,https://www.facebook.com/poshvine,http://www.linkedin.com/pub/posh-vine/37/2a4/bb7",,,PoshVine connects curious locals and travelers with a variety of memorable experiences across multiple locations in India.,"PoshVine connects curious locals and travelers with a variety of memorable experiences across multiple locations in India. Everything from the more expected, must-do activities, like vineyard tours, insider access to the best restaurants, heritage tours and hot air balloon safaris with wine tasting to unique, top-shelf activities like gourmet strolls, culinary masterclasses with top chefs, celebrity spa experiences, etc."
Search Engine Wings,https://e27.co/startup/search-engine-wing,searchenginewings.com,India,"Information & Communications Technology,Internet of Things",,,1,https://www.facebook.com/SearchEngineWings/,,,"We offer various kind of digital marketing training to candidates, We provide training and learning program of SEO, PPC, SMM, SMO e.t.c.","#310, 3rd Floor, Sunny Business Center,"
Trendrz Influencer Marketing Company,https://e27.co/startup/trendrz-influencer-marketing-company,trendrz.com,Philippines,"Gaming,Advertising,Mobile",,,0,"http://www.twitter.com/TrendrzIM,https://www.facebook.com/trendrz/,https://www.linkedin.com/company/trendrz-influencer-marketing-agency",,,Trendrz is a B2B marketing company that focuses on influencer marketing solutions.,"Trendrz is a B2B marketing company that focuses on influencer marketing solutions. They help brands to broadcast their message on their desired pool of audience through our own network of social media influencers. If you are a mobile gaming company, you might be interested with their gaming influencers with hundreds of thousands to millions of audience who could make a memorable gameplay which will make an impact on his existing audience. This is just an example of what they do."
Save22,https://e27.co/startup/save22,save22.com.sg,Singapore,"Advertising,Consumer,E-commerce,Mobile,Information & Communications Technology",,,0,"http://www.twitter.com/save22sg,https://www.facebook.com/save22my,http://www.linkedin.com/company/save22",,,Save22 is an Asian web & mobile shopping app that scans products and finds local stores selling that product.,Save22 is an Asian web & mobile shopping app that scans products and finds local stores selling that product. The iPhone app version of Save22 (then known as Lobangclub) won Asia's Most Valuable App 2011 Award at Singtel TechVenture.
ADOP,https://e27.co/startup/adop,adop.cc,South Korea,"Advertising,Agency & Consulting,Media",,,0,"https://www.facebook.com/ADOPcokr,https://www.linkedin.com/company/adop",,,"ADOP provides consulting, solutions and optimization for media advertising.","ADOP provides consulting, solutions and optimization for media advertising."
Presentation Pro,https://e27.co/startup/presentation-pr,presentationpro.com,United States of America,,,,1,,,,"PresentationPro offer the best templates, animated templates, background themes, presentations and add-ins for any business or personal presentation so everyone can look like a PowerPoint master.",
The TIDE Cebu,https://e27.co/startup/the-tide-cebu,thetidecebu.com,Philippines,"Enterprise Solution,Platform",July 2014,,0,"http://www.twitter.com/theTIDECebu,http://www.facebook.com/TheTIDECebu",,,"The TIDE is a co-working space and entrepreneurship hub in Cebu City, Philippines that provides a flexible and affordable co-working space.",The TIDE is a co-working space and entrepreneurship hub where independent professionals and startups share working space and become part of the community.
DeePoon,https://e27.co/startup/deep,deepoon.com,China,"Hardware,Mobile,Software as a Service",April 2015,,0,,,,DeePoon VR develops head mounted devices as well as VR content. DeePoon’s technology is supported on both PC and mobile platforms.,"DeePoon VR develops head mounted devices as well as VR content. DeePoon’s technology is supported on both PC and mobile platforms. Its VR content distribution platform 3Dbobo has accumulated more than 1.5 million users, according to the company."
3 Roots Studios,https://e27.co/startup/3-roots-studi,3rootsstudios.com,India,"Mobile,Software as a Service,Agency & Consulting,Information & Communications Technology",,,0,"http://www.twitter.com/3RootsStudios,https://www.facebook.com/3RootsStudios/,https://www.linkedin.com/company/3-roots-studios",,,They are the mobility geeks with flair for creativity. Creating best in class solutions to meet your mobility and design needs is their forte.,THEY BEAUTIFY BINARY WITH THEIR INVENTIVE MOBILE APPS! Their multi-faceted team delivers excellence via break-through mobile apps for a variety of businesses irrespective of their size. They offer a mixed bag of mobility solutions that offer tangible business results.
BoTreeTechnologies,https://e27.co/startup/botreetechnologie,botreetechnologies.com,India,"Mobile,Platform,Software as a Service,Agency & Consulting",,,1,"http://www.twitter.com/BoTreeTech,https://www.facebook.com/BoTreeTechnologies/,https://www.linkedin.com/company/botree-consulting",,,"BoTree works with companies as small as a 2 persons startup to large Fortune 500 companies. Since inception in, BoTree has worked with clients across the US, EU, UK and Australia.","BoTree's Canvas to Cloud offering helps companies take ideas from inception to launch through a well-researched and 2013 proven methodology. BoTree has streamlined processes and stringent practices which help quantify quality and delivery. As a part of the Canvas to Cloud offering, BoTree also offers 24 X 7 technical support."
8xpand Technologies Pte Ltd,https://e27.co/startup/8xpand-technologies-pte-ltd,8xpand.com,Singapore,"Finance,Enterprise Solution,Finance,Govtech",February 2008,,1,"https://www.facebook.com/8xpand-Technologies-179942582381490/,https://www.linkedin.com/company/8xpand",,,"We pride ourselves on providing enterprise resource management systems and business analytic solutions over multiple platform including online digital landscape, cloud based servers and web-portals.","With 8xpand, anything is possible with constant technological advances and innovation. We believe that with our technology and creations, the advancement in your business can be beyond your creativity and imagination."
PICK.SG,https://e27.co/startup/pick-sg,pick.sg,Singapore,"Finance,Automotive,Food & Beverage,Enterprise Solution,Agency & Consulting",December 2014,,1,"http://www.twitter.com/wwwpicksg,https://www.facebook.com/pick.applications/?ref=aymt_homepage_panel,https://www.linkedin.com/company/pick.sg",,,INTELLIGENT ENTERPRISE RESOURCE PLANNING SOFTWARE IN THE CLOUD,"Pick.sg is a Smart Enterprise Resource Planning Solution, built into one single platform on the cloud which comprises of Client Management, Order Management and Warehouse Management, developed for the small business founder in mind, that scales with the business. Because only when we are small we dare to dream big"
On-Off Group,https://e27.co/startup/on-off-group,onoffgroup.com,Hong Kong,"Design ,Advertising",,,0,"http://www.twitter.com/onoff_group,https://www.facebook.com/OnOffGroup,https://www.linkedin.com/company/on-off-design-and-technology",,,On-off Group is a service design and customer experience innovation company operating across Asia-Pacific.,They  help businesses create innovative products and services that blend the physical and the digital.
Mitsui Fudosan,https://e27.co/startup/mitsui-fudosa,mitsuifudosan.co.jp,Japan,Real Estate,,,0,,,,"Mitsui Fudosan Co., Ltd. is a major real estate developer in Japan. Mitsui Fudosan is one of the core companies of Mitsui Group.","Mitsui Fudosan Co., Ltd. is a major real estate developer in Japan. Mitsui Fudosan is one of the core companies of Mitsui Group."
Vario Services Pvt. Ltd.,https://e27.co/startup/vari,vario.fitness,India,"E-commerce,Healthtech,Agency & Consulting",August 2015,,1,"http://www.twitter.com/variofitness,https://www.facebook.com/VarioFitnessApp,https://www.linkedin.com/company/vario-fitness-inc-",,,vario.fitness is a fitness aggregator with a unique proposition built for India.  It's a two-sided marketplace creating both demand & supply.,"The company’s business model is based on revenue inflows from its subscribers, and revenue outflows to:"
CaringMoms,https://e27.co/startup/caringmom,instantnano.com,Malaysia,,,,0,,,,"With the goal to “engage, enrich, and empower women,” Caring Moms support entrepreneurial development for mothers.",Our Story
Saranyu Technologies,https://e27.co/startup/saranyu-technologie,saranyu.in,India,"Big Data,Software as a Service",,,0,"https://www.facebook.com/SaranyuTechnologies,https://www.linkedin.com/company/saranyu-technologies",,,Saranyu Technologies is a B2B technology product start-up focussed on building next generation Cloud based platforms for video centric applications on consumer devices,Saranyu Technologies is a B2B technology product start-up focussed on building next generation Cloud based platforms for video centric applications on consumer devices.
Agile Circles Singapore,https://e27.co/startup/agile-circles-singapore,agilecircles.sg,Singapore,"Software as a Service,Agency & Consulting",January 2017,,1,"http://www.twitter.com/agsingapore,https://www.facebook.com/Agile-Circles-Singapore-1955627711417220/,https://www.linkedin.com/groups/12100742",,,"Agile practitioners circles are small groups of like-minded peers (scrum master, product owner, developer). Each circle is facilitated by an agile coach.",
The Chordstore,https://e27.co/startup/the-chordstore,thechordstore.com,India,,,,1,,,,This is The Chordstore. Here you can get latest and old song's guitar chords and tabs from all over the world with a large collection of songs.,This is The Chordstore. Here you can get latest and old song's guitar chords and tabs from all over the world with a large collection of songs. The Chordstore also provide easy guitar learning techniques which helps to learn guitar very fast on correct way.
SuperProfs,https://e27.co/startup/superprof,superprofs.com,India,"Consumer,Education,Information & Communications Technology",July 2010,,0,"http://www.twitter.com/super_profs,https://www.facebook.com/superprofs,https://www.linkedin.com/company/aurus-network-infotech-pvt-ltd",,,"SuperProfs is India's Largest Online Platform for Exam Preparation; 100,000+ students, 100+ professors; Streams HD classroom videos at low bandwidths.","SuperProfs is India's Largest Online Platform for Exam Preparation, with over 100,000+ registered students, 200+ HD quality video courses, 100+ professors, currently covering exams like CA, CS, CMA, UPSC, GATE and IIT-JEE. We provide unlimited access to the most reputed Professors by streaming their classes online which can be viewed multiple times, 24X7, anytime anywhere."
rainLearning,https://e27.co/startup/rainlearning,rainlearning.com,India,"Enterprise Solution,Agency & Consulting,Information & Communications Technology",,,1,,,,"Rain Learning helps your business initiate, implement and sustain meaningful change.","rain Learning is here to help your business initiate, implement and sustain meaningful change. By interpreting and then simplifying complex business issues in creative ways, they deliver innovative learning solutions that speed up alignment, understanding and the launch of strategic concepts."
Internet Marketing Footprints,https://e27.co/startup/internet-marketing-footprint,internetmarketingfootprints.com,United States of America,"Agency & Consulting,Advertising,Information & Communications Technology",May 2010,,1,"http://www.twitter.com/IMFootprints,https://www.facebook.com/InternetMarketingFootprints/,https://www.linkedin.com/company/social-media-footprints-llc",,,They develop successful content marketing strategies for discerning and forward thinking companies. They have a proven track record in helping their clients increase search engine rankings.,"They build relationships with their clients and business partners based on transparency, reliability, mutual trust, and integrity."
Babydash,https://e27.co/startup/babydash,babydash.com.my,Malaysia,"Consumer,Retail",,,0,,,,Babydash was founded by two mothers who got tired of constantly running out for diapers and milk. They aim to make this errand as hassle-free and painless as possible,Babydash was founded by two mothers who got tired of constantly running out for diapers and milk. They aim to make this errand as hassle-free and painless as possible by offering an easy and convenient way for you to get diapers and milk without having to suffer the long queues at the grocer or lug bulky heavy bags around. No more running from store to store in search of the one brand your baby likes and wasting time and petrol as you do.
Carxmotor,https://e27.co/startup/carxmotor,carxmotor.com,Indonesia,"Automotive,Media",,,0,"http://www.twitter.com/carxmotor,https://www.facebook.com/carxmotor",,,"Carxmotor obsessively covers the automotive industry with news, reviews, videos, high-quality photography and commentary about automobiles and the automotive industry","Carxmotor obsessively covers the automotive industry with news, reviews, videos, high-quality photography and commentary about automobiles and the automotive industry"
True Internet,https://e27.co/startup/true-internet,http,Thailand,Platform,,,0,,,,"True Internet is a subsidiary of True Corporation Plc, Thailand's only fully integrated telecommunications solutions provider and leader in convergence solutions.","True Internet is a subsidiary of True Corporation Plc, Thailand's only fully integrated telecommunications solutions provider and leader in convergence solutions. True Internet is one of the largest Internet service providers in the country catering to various kinds of customers including SME groups and other enterprises. The company has been widely recognized as an innovator with successful services such as high-speed Internet, leased circuit, cloud service, mail and security service, together with supplementary service such as antivirus, antimalware more information, please visit http://http://www.trueinternet.co.th."
Auditchain,https://e27.co/startup/auditchai,auditchain.com,United States of America,,,,0,"http://www.twitter.com/AuditChain,https://www.facebook.com/AuditChain/",,,"AuditChain is the world’s first decentralized accounting, audit and real time reporting ecosystem for enterprise and token statistics.","AuditChain, the reporting and disclosure framework for twenty first century business has arrived!"
Jamn,https://e27.co/startup/jam,getjamn.com,Hong Kong,"Mobile,Entertainment,Software as a Service",,,0,"http://www.twitter.com/getjamn,https://www.facebook.com/pages/Jamn/729056987191287",,,"Jamn apps help immerse you in music with visual cues that will improve your musical skills and knowledge. Their apps are rich, powerful, yet easy to use.","Jamn apps help immerse you in music with visual cues that will improve your musical skills and knowledge. Their apps are rich, powerful, yet easy to use."
Arianespace,https://e27.co/startup/arianespace,arianespace.com,Singapore,"Enterprise Solution,Big Data",,,0,"http://www.twitter.com/Arianespace,https://www.facebook.com/pages/Arianespace/112623235416352",,,"World’s first commercial satellite launch company. Its shareholders include Airbus Safran Launchers, the French space agency CNES, and all European space companies, representing 10 European countries.","Arianespace was founded in 1980 as the world’s first commercial satellite launch company. Its shareholders include Airbus Safran Launchers, the French space agency CNES, and all European space companies, representing 10 European countries."
Booking Social,https://e27.co/startup/booking-social,bookingsocial.com,India,"Enterprise Solution,Software as a Service,Information & Communications Technology",September 2013,,0,"http://www.twitter.com/bookinsocial,http://www.facebook.com/pages/Booking-Social/1529603657272798,https://www.linkedin.com/company/booking-social",,,Booking Social provides sophisticated scheduling capabilities for small and medium business with integration of Salesforce CRM. ,"Booking Social provides sophisticated scheduling capabilities for small and medium business with integration of Salesforce CRM. They provide solutions directly to service brands and service professionals, as well as APIs, enterprise services and re-seller solutions."
INSTUT Pte Ltd,https://e27.co/startup/pos-system,instut.com,Singapore,"Finance,Big Data,Food & Beverage,Enterprise Solution,Agency & Consulting,Information & Communications Technology",January 2017,,1,"https://www.facebook.com/instut.sg,https://www.linkedin.com/in/kelvin-low-instut/",,,"Instut is Singapore based tech company introducing next generation iPad POS to F&B industry. While offering free solution for Startup, Instut F&B are also trusted by listed F&B company in Singapore.",Instut Pte Ltd is a technology startup focus on building business productivity solution with mobile computing and cloud computing technology.
HeyPillowCB,https://e27.co/startup/heypillowcb,heypillow.com,India,"Advertising,Big Data,Mobile,Real Estate,Software as a Service,Information & Communications Technology",,,0,"http://www.twitter.com/hey_pillow,https://www.facebook.com/heypillow,https://www.linkedin.com/company/heypillow-com",,,"HeyPillow is a leading real estate and rental online marketplace focused to empower consumers with data, knowledge, analytic, estimations & sense of direction.","eyPillow is a real estate and rental online marketplace focused to empower consumers with data, knowledge, analytic, estimations & sense of direction. HeyPillow gives home buyers, sellers and renters all the tools and valuable information they need to be successful in the home search process."
#Qisfun,https://e27.co/startup/qisfu,qisfun.com,Malaysia,"Consumer,Mobile,Information & Communications Technology",,,1,,,,Mobile App in helping reducing Queue Lines by creating people's platform using IOT and Bigdata. Uniquely position to support cross industry and government agencies,There's a no Universal and no ultimate solutions but we believe we have found an ideal one.
LawGuide Singapore,https://e27.co/startup/lawguide-singapore,lawguidesingapore.com,Singapore,"Internet of Things,Legal,Media,Smart Cities,Platform,Information & Communications Technology",April 2016,,1,"http://www.twitter.com/LawGuideSG,http://facebook.com/lawguidesingapore,http://www.linkedin.com/in/lawguide-singapore",,,Our mission is to give you easier access to basic law-related information and to help provide greater access to justice. ,Finally. An everyday guide to Singapore law.
